pm25,pm10,no,no2,nox,nh3,so2,co,o3,benzene,humidity,wind_speed,wind_direction,solar_radiation,rainfall,air_temperature,efficiency,efficiency_category
15.22646158,39.32474531,3.281888723,3.92580811,4.636848094,12.45944749,1.488772417,2.255245025,0.098118009,-0.067289329,98.97552888,0.248297788,80.4156734,23.23895875,-0.013395962,26.67,17.69020867,Low
12.16519329,36.72894415,4.029161666,4.107884893,5.706487405,13.61885928,1.852056612,2.033358256,0.071133704,0.165956415,98.66853797,0.395182374,133.4404777,22.71605863,-0.168864284,26.9,19.32421834,Low
11.21727593,31.08583573,4.285841695,3.965505602,5.131077252,12.39801712,1.784608632,1.752571587,0.512953536,-0.202636476,98.8526792,0.219739373,80.04200836,22.97462109,0.048307426,26.44,19.18093223,Low
12.40640125,29.43441093,4.155524812,3.435022914,4.44028822,12.95464443,2.152038309,1.817699951,0.337220848,-0.174773364,98.6581233,0.505637585,59.6250218,23.63972806,-0.100823734,26.13,18.85830688,Low
10.47384723,27.80668614,4.372220744,3.630061592,5.30753904,13.82730881,2.236501595,2.148171902,0.375223364,0.103928025,98.50144663,0.357543733,37.77864013,76.65139527,0.159689892,26.44,23.3302639,Low
12.00956632,21.85951708,4.957399781,3.949707559,6.41099608,10.68184827,2.227104996,1.760069879,1.345772602,0.101826807,98.68313049,0.385948466,70.68374913,274.7576057,-0.062106299,27.95,42.0591218,Moderate
10.8060593,26.08725529,3.318125839,4.467887633,4.996046143,12.96514949,1.988986196,1.909893653,4.078782267,0.197488392,96.84645373,0.957155323,74.01571314,485.3949039,0.059050716,29.46,60.31239301,High
8.071668524,26.93368025,0.721359275,4.533742408,3.020233373,12.0807557,1.891615412,1.727161615,7.852638224,-0.233809727,90.05680535,0.677446115,107.4947045,677.319061,0.010285794,31,78.16664987,Very High
6.668589164,20.42518647,0.315791647,3.712800391,1.83932211,11.39104208,2.396547227,1.418550744,12.41108489,0.319242505,85.03789743,1.128846155,91.19479007,827.1621296,-0.041466762,31.89,92.065241,Very High
6.768362011,16.85549184,0.301992433,3.640337682,2.03334019,12.53320358,2.37358485,0.441228886,18.30573525,-0.012346652,81.21039527,0.929010623,71.1381787,915.446391,-0.06369037,33.1,100,Very High
8.400337354,14.04855405,0.11899343,3.460362325,1.940695477,10.69384371,2.789642529,0.30759887,20.25583991,-0.055722284,78.24708633,0.739993719,91.37873906,891.0185397,-0.078275029,33.75,98.50345667,Very High
6.660600569,10.46314167,0.188468055,3.388819735,1.837064654,12.66841292,2.864041432,0.446936349,18.09536049,-0.096741269,76.28666081,0.558512577,115.1182502,743.7097836,0.269043863,34.41,86.47648252,Very High
4.791239186,7.124732455,-0.019032157,3.395224062,1.920049164,13.6237873,2.811759662,-0.052791521,19.11262456,0.201045601,77.41279316,0.177072407,128.43902,617.0449537,-0.122740346,34.41,76.55307925,Very High
3.937371482,5.5051522,-0.014915325,3.160033027,1.852935446,12.14579388,3.076650196,0.182944237,19.81224447,0.236376361,76.79887128,0.724830418,62.53886862,428.2988166,-0.030626201,34.28,59.09920109,High
3.937371482,5.5051522,0.205540409,3.796507651,2.612444442,13.27597216,2.43055053,0.643650888,18.90288096,0.242331346,77.3472316,0.251135593,198.9717026,206.5018855,-0.270771273,33.95,42.52927482,Moderate
5.400705808,9.833983068,0.143451154,4.480364965,2.230214378,12.39122067,2.687118107,0.375139068,13.67711849,0.003380944,89.91456927,1.041133857,300.572743,57.74359741,0.014603176,31.5,31.62206875,Moderate
5.96017853,13.10841579,0.339857079,6.670163891,4.102036915,13.66367186,3.161216408,0.343237456,10.03929517,-0.126549022,93.71022658,0.788358915,319.5373475,23.51088205,0.062761823,30.47,28.15485459,Moderate
8.257728596,22.34229135,0.460842849,5.758298828,3.678026735,12.1647403,2.782466774,0.440754981,5.184247984,0.041493051,94.90614299,0.229801055,105.3825654,22.84624064,0.11746374,29.77,21.71505474,Low
8.271189085,23.84661554,0.684232343,5.314586889,3.26349631,12.4609186,2.796260185,0.554237864,2.896816494,0.024239142,95.78163781,0.334594035,82.05211279,22.56427291,0.158057238,29.7,20.88422216,Low
9.462842348,29.59047704,1.122778491,4.917011118,3.517601675,13.6938734,2.168153621,0.711641976,2.723257015,0.040866891,95.15167176,0.636342038,121.1658897,23.2078257,0.037143121,29.32,20.75866597,Low
11.65593973,33.44203504,1.205996346,4.917313413,3.489540452,11.20352746,2.819190711,0.632255817,2.450279782,0.163874623,96.18148554,0.631511702,147.9908315,22.96409189,-0.242572462,29.09,20.64750266,Low
9.244350575,30.35907033,1.335387469,4.362058897,3.261389518,13.86017158,2.385673912,0.942345084,1.25549939,0.173816657,98.62391281,0.503282951,189.5168527,23.10798418,0.010360196,29,22.32819994,Low
10.3200352,31.94528369,1.306175262,4.114157635,2.89185485,12.27548945,2.417116238,0.646053019,2.396703519,0.13441893,98.26034965,0.38345928,193.5749376,23.2299678,-0.253508972,28.62,22.23639992,Low
9.944137784,33.92180637,1.269909749,3.647870678,2.986714232,11.32039451,1.117073859,0.504702701,0.25141812,0.032900125,98.77776916,0.336465697,33.16135517,23.24198628,-0.194307364,27.59,18.49849031,Low
10.12957431,26.92562631,1.346372275,3.562733824,2.888696569,13.44751306,0.66411264,0.474590574,0.452935486,-0.219961272,98.71717402,0.426200766,136.7489692,23.12763992,0.175732772,27.43,21.60303339,Low
10.04337696,28.50557295,1.842541195,3.233785207,3.495669535,11.10240356,0.567497207,0.429300233,0.592572375,0.03111673,98.83549769,0.404887497,66.76375671,23.255939,-0.154002124,27.09,19.94425043,Low
11.46090457,29.10042863,2.190198256,3.272559217,3.178978338,12.38018713,0.802533744,0.477464783,0.181078365,-0.076034131,98.48022635,0.304685139,76.93405449,22.62198234,0.002023196,26.81,19.68790283,Low
8.952411565,36.87554131,1.742363661,2.636882041,3.00066356,13.07648431,0.615078705,0.473919668,1.190106076,-0.08404555,97.58149534,0.65222179,100.1652451,23.77697102,0.024262718,26.49,19.69853252,Low
10.3201962,25.84462705,1.876743746,2.969260311,2.782722108,11.04733545,0.89662456,0.326318663,0.6780164,0.349670606,98.39332056,0.891899395,45.15446354,69.49994864,-0.124939334,26.48,23.80678996,Low
11.4333006,21.61834838,2.493044704,3.125779678,3.513183007,13.75140789,0.869799403,0.737670402,0.551938398,-0.260078405,98.66263691,0.740859922,86.54585323,233.53283,0.102208812,27.45,39.24951697,Moderate
9.439670186,24.32209806,2.757655637,4.226909971,4.683164744,10.44723509,1.122513927,0.48543191,2.524421903,-0.130989804,96.80078349,1.377539329,92.3184065,463.4265059,0.062054024,28.86,59.36694766,High
9.196574771,24.75117231,2.007881819,4.91783803,3.60573673,11.29875582,0.551967877,0.428121584,5.427845133,0.108848516,88.63775712,1.241797556,73.49021426,639.8001358,-0.169510618,30.71,73.92980488,High
8.145456029,18.74060079,0.779173758,3.818121592,2.31378145,11.34319573,0.709452665,0.376941368,7.372475298,-0.087807804,87.10127456,1.157339461,98.40894603,589.481451,0.343129537,31.2,71.3494583,High
6.461324623,15.40410954,0.301415214,3.588814248,2.337798766,10.37489202,0.639621905,0.427024731,8.13611012,-0.067784151,84.2052196,0.8002869,65.29872057,523.2146289,-0.070482633,32.08,65.43566265,High
6.453635935,19.77819755,0.321971797,2.788600773,1.697392949,10.70344148,0.868832295,0.373879938,10.23398302,-0.145051235,85.89874934,1.055869479,91.82867836,440.6577228,-0.135951873,32.22,58.67551408,High
5.956053193,20.15833818,0.089107947,2.747318218,1.150596397,10.09357642,1.225578329,0.3928284,11.77476163,0.249721274,85.30256097,0.677329916,185.5659845,491.8842161,-0.011430582,32.93,65.33512319,High
6.414325091,15.36036464,0.147327989,2.053939946,1.024741691,10.8681822,1.213368437,0.417386033,11.32965339,0.075239045,87.09035385,0.596815866,265.3478326,359.4463195,-0.143392944,32.71,56.2383352,High
6.397213749,13.93625888,0.222209753,2.103325654,1.093167996,10.62448958,1.130389833,0.689526721,9.195448839,0.149775566,88.28166579,0.495877552,28.45566177,172.2848388,-0.033996575,31.91,34.84015238,Moderate
4.951082313,10.54913693,0.19167884,2.294626562,1.555941922,10.06959153,1.165318283,0.326502774,7.969454783,-0.035000188,90.75591892,0.543769279,28.37535654,102.2086177,-0.004664186,31.39,29.46924094,Moderate
6.002370392,10.58629621,0.23283644,3.138528137,1.984949109,11.14503131,0.796400587,0.527740359,7.228636533,-0.127367172,93.98988043,0.386032292,133.7705514,49.18118748,-0.019047403,30.98,27.06439486,Moderate
6.748683794,17.99746551,0.205302532,3.316107843,2.220661662,10.27107262,1.135910131,0.522281184,5.286133747,0.10391907,97.38782999,0.237049559,250.2300566,23.41773866,-0.391451731,30.11,26.34697364,Moderate
7.028802244,21.09837786,2.103420979,6.14866534,4.63214876,10.32986973,1.054955095,0.281606636,3.674544152,0.161154344,98.32178294,-0.063258327,234.5558149,22.94884352,-0.082682433,29.66,24.93705703,Low
6.522032223,19.47350054,1.418878702,4.567664298,3.382695122,10.77191497,1.440892233,0.454520207,4.263827271,-0.264736952,96.99714913,0.28816493,72.21648464,23.23314054,-0.167804714,29.63,21.87902141,Low
9.220625212,20.6706344,1.069243224,4.276184864,2.936637413,9.669443333,1.043962591,0.581994118,4.346480804,-0.22835502,98.77281374,0.421664654,68.74834384,23.65558834,-0.163280154,29.08,21.60873075,Low
10.00123386,25.8690386,0.536100622,3.078652831,2.271132258,10.88882163,1.015437078,0.751193609,2.52727745,0.435068409,94.78460529,0.155946649,87.40356713,23.18204749,0.287009871,29.11,20.78785345,Low
10.27788432,22.59692363,0.719383243,3.757901476,2.406270428,9.83741243,1.364960842,0.438557475,1.947313012,-0.006272881,96.40761504,0.341616646,104.8609892,23.66943725,-0.005421072,28.88,21.66017309,Low
10.47758009,25.04213247,0.933798739,3.017929742,2.196059633,9.922655451,1.255302042,0.603421735,2.34015991,0.072094323,98.39427399,0.482545335,33.59031142,23.23682771,0.181070905,28.51,19.9762034,Low
10.1780809,26.76797972,0.96630772,2.434208358,1.712242317,10.06364521,1.140602542,0.024621257,2.270447069,0.081259123,98.63415882,0.532668793,46.67999541,23.7791932,-0.067929783,28.25,20.20964703,Low
7.792397382,25.05036213,0.700543911,2.023638909,1.908124755,9.239986961,1.455032498,0.443367647,2.079694916,-0.244866455,98.82069417,0.009385789,77.39914401,23.30482306,0.216039486,28.07,21.42295087,Low
7.864742202,19.69337485,0.910145415,2.449505612,1.836614869,10.09353816,1.403414336,0.347071765,1.266747304,-0.083375486,98.4858039,0.58699181,105.5363702,23.5932011,-0.03172352,27.94,22.56966139,Low
7.299579014,17.88402405,1.19987947,2.355702059,2.127324147,10.27035728,1.791119996,0.326637102,0.760480765,0.138055233,98.82141931,0.429846212,111.6979169,23.64169726,-0.224250793,27.7,22.91459623,Low
7.31203139,16.78390875,1.069725063,2.703678753,2.360000131,9.389368532,2.062943551,0.129451081,0.198592115,-0.146476103,98.88742883,0.226765018,80.61715587,23.45020849,-0.185424585,27.54,22.32446211,Low
9.719400259,24.93197087,2.346618429,2.580806276,2.846811917,10.49387898,1.672881042,0.420270795,0.130436912,0.048170194,98.5532238,0.212423069,118.0930301,51.13999182,0.078099269,27.64,23.97902367,Low
8.838442332,33.10192488,2.656549981,2.556383329,3.606001609,9.336550174,1.885648237,0.380669537,0.535836083,-0.033720279,98.71406949,0.89736312,54.45484142,116.870079,-0.124793262,27.95,27.43760524,Moderate
9.925255256,26.67074876,2.571473592,3.253582033,3.718397103,9.541689171,1.652982577,0.353509647,1.740458792,-0.216609665,98.78408706,1.16241352,40.33237229,205.2603616,-0.188688706,28.39,35.61633459,Moderate
10.55693232,27.29068034,2.007376316,3.567292683,3.632926791,9.604083841,1.353700683,0.29481443,3.832506518,-0.194272782,97.59591446,0.91736706,76.93459837,380.0913901,-0.119412579,29.66,51.63776116,High
10.0637986,24.37775207,1.133564334,3.584747481,2.491736426,9.000738779,1.742580489,0.560935262,7.492464594,-0.043307599,87.82189196,1.463832778,63.93261219,473.505774,-0.208983544,30.93,59.59235584,High
8.749900746,29.80476069,0.316630963,3.081626649,2.055037459,9.30849796,1.29854858,0.439221861,10.28070177,0.234197971,83.98372032,1.223119979,84.82717674,767.5973033,0.05259473,32,85.20868208,Very High
10.95416465,30.9498945,0.113986137,2.994792559,1.471809833,8.305604447,1.622965398,0.461000911,10.43103217,-0.119636434,77.29044031,1.436977755,82.56469722,685.9098149,0.139878248,32.51,77.16872975,Very High
10.67969366,30.75805479,0.419028286,2.131957596,1.252352826,9.870917591,1.660573995,0.515738665,10.53488522,-0.167780977,77.93411077,0.929236511,83.27968804,381.5862979,0.039706309,32.33,50.76351638,High
8.946812295,26.98065798,0.080611901,2.325401943,1.459131054,8.684755406,1.749108071,0.386145915,11.90853524,-0.054543433,80.20265632,0.542579755,76.26253596,290.0436701,0.081886099,32.26,43.71020422,Moderate
8.324098274,19.17054781,-0.06074396,2.406256314,1.446023066,8.825887508,1.948959928,0.529566225,11.36958033,0.084447197,84.44903437,1.186545044,291.969966,123.8743593,-0.110246181,31.49,35.32530194,Moderate
7.493469839,15.36237271,0.204827495,2.779381307,1.648700272,9.901151772,1.315892343,0.411809051,8.673885074,0.022625859,95.78080238,1.854583518,268.5951722,52.90155011,0.028357342,29.71,29.87580642,Moderate
6.545844955,16.89188621,0.148832574,2.452993611,1.542453535,9.767350439,1.629332462,0.312860087,5.073093533,0.142254136,98.86518821,2.764951242,265.3057543,29.65060969,-0.104858717,27.74,27.63579147,Moderate
6.688362526,16.51848623,0.196868784,2.323525717,1.435838836,10.60453555,1.399614235,0.181116282,5.476723343,-0.093880438,98.6371521,1.985521838,269.591061,23.17613818,-0.072856503,27.11,27.15206176,Moderate
5.65737423,19.49200281,0.484519884,2.378327451,1.74321219,11.14100488,1.70874252,0.32380893,4.27505395,-0.126884051,98.73328638,1.33160175,257.2356946,23.19880066,0.067539276,26.82,26.41527242,Moderate
7.506196549,14.78911541,0.608050781,2.446301381,1.809288201,10.55657185,2.079979134,0.339360514,3.29648711,0.189509574,98.75317974,1.421137255,242.7010856,23.40519758,0.186715026,26.43,26.37352684,Moderate
6.076709815,15.39136243,0.714937449,2.710819561,2.272077936,12.67875175,1.668181608,0.520090426,2.509435686,0.215335221,98.72281993,1.288343607,244.4168089,23.64630699,-0.235120708,25.89,26.28513227,Moderate
7.447870969,21.46958106,1.076330777,2.942038763,2.403659487,11.52130293,1.500940516,0.297590309,2.646662762,0.073700095,98.9809366,1.548058765,253.1933796,23.7314224,-0.176247771,25.59,25.56200468,Moderate
6.709523397,15.64681022,1.045316303,2.247664399,1.735895991,12.50993641,1.693603464,0.404733356,2.748252512,-0.292631965,98.76588981,1.704024255,253.9559584,23.71187697,-0.091033217,25.52,26.48358456,Moderate
4.654920224,11.19173766,0.67742213,2.244402983,1.796005874,11.82852917,1.885063879,0.361003303,3.322629783,0.136001426,98.80615546,1.075001706,239.9087707,23.46297261,-0.154896646,25.43,27.06011018,Moderate
4.21490171,11.65358455,0.531892475,2.302183943,1.896506517,12.16347402,1.575706019,0.341165347,2.901454055,0.137485484,98.90022877,0.653799436,224.2925804,23.73962674,0.133199117,25.26,26.70265416,Moderate
4.929571486,18.75594599,0.471381475,2.43474067,1.638679829,12.74798455,1.597206945,0.450171466,2.972839714,-0.031007607,98.65378676,1.07823844,209.4490691,23.50230333,0.080732142,25.1,25.31292408,Moderate
3.657154968,14.00345447,0.387869994,1.68484185,1.452876632,12.33052665,2.012231889,0.012062027,2.59604895,-0.3127178,98.69392923,0.814788447,214.3658798,23.3623162,0.038878481,24.99,26.25946015,Moderate
3.111528563,11.30742487,0.755759261,1.895550308,1.490310466,13.19833974,1.452224513,0.369776645,2.21088153,0.230891322,98.44966393,1.013789646,245.3557236,23.36833218,-0.036677385,25.12,27.20962363,Moderate
2.415516727,12.89386457,0.802068573,1.939327137,1.803082129,12.80265092,1.546865197,0.305012241,2.29200026,0.070668901,98.90558056,1.221177659,259.7676642,23.65210543,0.167418477,24.98,27.49180146,Moderate
2.485807214,11.25460526,0.928731055,2.116519166,1.880888263,12.53995697,1.921089106,0.181082297,1.660784196,-0.119974237,98.84199743,0.897375704,253.1546768,35.24158675,0.081300628,25.09,28.46742028,Moderate
3.061730574,9.121898604,0.689555573,2.482298095,2.478893951,13.56039623,1.47439122,0.203377421,1.36893801,-0.079162126,98.94030213,0.882242114,258.8725526,58.47199077,0.110205336,25.05,30.73536623,Moderate
2.679043257,10.98467955,1.116426325,2.191776118,2.189217808,12.39463869,1.4992419,-0.018708157,1.785802169,-0.011236926,99.01896643,0.748734334,243.3128257,124.1684666,-0.342876159,25.55,36.02066415,Moderate
3.893612875,15.97971603,1.18469589,2.401145345,1.97531927,12.6588476,1.867206933,-0.006925844,1.965497667,-0.076800753,98.59919196,1.004175065,211.0296507,242.320925,-0.076724314,26.55,44.80078543,Moderate
4.47268088,11.81748445,0.730992827,3.106371728,2.060080774,13.18900872,2.350672571,0.377110013,4.601704761,0.112153794,98.84594991,0.756831166,233.9456944,142.6389267,0.055683556,27.21,37.26748849,Moderate
5.836717424,10.83710264,0.217419374,3.058270588,1.981882208,10.14751021,3.18856367,0.155082067,4.969507311,-0.214725334,98.64066799,0.259927518,322.479246,281.7994966,-0.061848368,28.31,51.47032553,High
6.756791256,17.98927313,0.204949713,2.501820902,1.401000545,10.55228889,2.522909398,0.4348886,5.841227091,-0.15861319,96.18595201,0.892376908,327.2129754,432.0306502,-0.009832578,29.32,63.60862237,High
7.531752926,22.77599282,0.157702792,1.839524149,1.049090191,9.462616526,3.17127542,0.464226844,7.421814263,-0.233485389,92.1141508,0.874021919,195.2284486,690.7559525,0.182356842,30.32,82.47115643,Very High
5.831005621,16.52142358,0.061549319,1.768069274,0.676873245,10.43633285,2.55590712,0.175997999,7.409930785,0.191498483,87.37194036,0.411710114,190.8899259,533.8289566,0.097806145,31.46,69.37169393,High
6.649069239,13.39067179,0.253728589,2.310984785,1.195690164,17.08360399,2.326211912,0.243535257,11.00375206,0.219220341,94.4704171,0.577290098,45.11640253,189.9229438,0.049011728,30.05,37.05751848,Moderate
7.223079503,10.26671401,0.060509646,3.468224813,1.730259504,14.40784929,2.722745917,0.277143295,11.8581199,0.158703895,92.18265399,1.001211397,63.95979365,226.0170194,0.047007802,30.63,40.85588048,Moderate
6.026723507,9.190069581,0.259231123,3.282800287,1.65318115,14.63954342,2.293399378,0.127925855,8.901526975,-0.172969586,94.29026298,0.38574404,47.74825166,58.26766161,-0.282207212,30.12,26.08669666,Moderate
5.215531941,12.78923089,0.139622796,3.63688845,2.082722319,13.00165204,2.061578779,0.361946793,7.445187792,-0.134401608,98.16157358,0.452121869,24.46368897,23.55460127,0.347445165,28.88,22.40983831,Low
5.158618693,12.58420925,0.287873884,4.004473571,2.36992258,16.17365554,2.073012653,0.349054596,5.687331068,0.037796373,98.84362386,0.283564293,127.8796092,23.61460521,0.053653348,28.36,24.36122505,Low
5.720391512,19.77011564,0.484581575,3.423547541,1.720269244,13.69961936,2.050300603,0.66658356,5.481904164,-0.278140788,98.85921111,0.460705862,61.17312882,23.62061919,-0.193423579,27.88,22.02745109,Low
9.086727518,15.49842975,0.39133427,2.8661619,1.655648463,14.22586529,2.0461811,0.327146007,5.073280993,-0.047523452,98.52318698,0.673209315,41.46003472,23.31219035,0.116823843,27.51,21.67297763,Low
7.229818112,15.53209138,0.277544871,3.160548412,2.057624293,16.28060835,2.239635311,0.309024646,3.918888217,-0.192417968,98.86404237,0.211073467,60.41043579,23.27822032,0.261005076,27.41,22.10766514,Low
8.133683832,15.24170197,0.597234166,4.378464501,2.542837876,13.48953304,2.278647564,0.270421976,3.859310621,0.14610831,98.8484615,0.40331185,123.902219,23.41248131,0.078125103,27.48,23.37009782,Low
8.78575194,13.94378857,0.542110624,3.779439412,2.60201322,15.29207003,2.160089525,0.39372165,3.053876732,-0.132780884,98.81149149,0.316222132,147.2297903,23.15180991,0.021579164,27.43,23.84565398,Low
8.271560926,22.74803352,0.742547242,3.323848164,2.15752592,15.41167864,1.482886386,0.334750579,1.635069382,-0.065092553,98.96173469,0.704073941,184.6459796,23.47857983,0.097246277,26.9,23.55792113,Low
9.148203389,23.39098583,0.662305601,3.191556262,2.258067568,14.61326455,1.166607212,0.338867419,1.094535769,0.29689788,98.85225279,1.093390271,170.4426725,24.03104192,0.041689519,26.37,23.07990905,Low
6.936746287,19.00958408,0.848376346,3.024839628,2.162200149,16.46880531,1.432048061,0.377932328,1.864186583,0.059954351,99.04670441,1.973999069,273.6029527,24.25760651,1.223317783,25.84,26.27602544,Moderate
5.88407163,20.02018451,0.461382306,2.249199174,1.926965098,14.60671855,1.49052714,0.279699722,4.458579675,-0.25068511,98.91152738,1.707383141,244.6769258,24.88895812,11.69724354,23.25,26.46040183,Moderate
